filename,label,session,onset_time,dt_prev_ms,prev_label
20260815_212901__1042__e,e,20260815_212901,300.9039,490.54,i
20260815_212901__1043___,_,20260815_212901,301.1557,251.88,e
20260815_212901__1044__t,t,20260815_212901,301.4199,264.17,_
20260815_212901__1045__h,h,20260815_212901,301.7775,357.57,t
20260815_212901__1046__t,t,20260815_212901,302.3537,576.24,h
20260815_212901__1047___,_,20260815_212901,302.6399,286.17,t
20260815_212901__1048__i,i,20260815_212901,302.9401,300.23,_
20260815_212901__1049___,_,20260815_212901,303.1873,247.19,i
20260815_212901__1050__h,h,20260815_212901,303.4337,246.37,_
20260815_212901__1051__v,v,20260815_212901,303.982,548.28,h
20260815_212901__1052__e,e,20260815_212901,304.2373,255.4,v
20260815_212901__1053___,_,20260815_212901,304.5016,264.29,e
20260815_212901__1054__b,b,20260815_212901,304.7176,215.99,_
20260815_212901__1055__e,e,20260815_212901,305.0624,344.78,b
20260815_212901__1056__e,e,20260815_212901,305.3426,280.18,e
20260815_212901__1057__n,n,20260815_212901,305.6342,291.66,e
20260815_212901__1058___,_,20260815_212901,305.8696,235.37,n
20260815_212901__1059__a,a,20260815_212901,306.1915,321.9,_
20260815_212901__1060__l,l,20260815_212901,306.4889,297.39,a
20260815_212901__1061__i,i,20260815_212901,306.7663,277.37,l
20260815_212901__1062__e,e,20260815_212901,307.3238,557.55,i
20260815_212901__1063___,_,20260815_212901,307.5326,208.75,e
20260815_212901__1064__o,o,20260815_212901,307.9038,371.25,_
20260815_212901__1065__h,h,20260815_212901,308.1493,245.42,o
20260815_212901__1066___,_,20260815_212901,308.458,308.8,h
20260815_212901__1067__y,y,20260815_212901,308.9662,508.14,_
20260815_212901__1068___,_,20260815_212901,309.1839,217.66,y
20260815_212901__1069__g,g,20260815_212901,309.3607,176.8,_
20260815_212901__1070__o,o,20260815_212901,309.7075,346.87,g
20260815_212901__1071__d,d,20260815_212901,309.9858,278.23,o
20260815_212901__1072___,_,20260815_212901,310.1883,202.52,d
20260815_212901__1073__m,m,20260815_212901,310.711,522.72,_
20260815_212901__1074___,_,20260815_212901,310.9519,240.86,m
20260815_212901__1075__u,u,20260815_212901,311.3481,396.26,_
20260815_212901__1076__l,l,20260815_212901,311.6303,282.18,u
20260815_212901__1077__i,i,20260815_212901,312.1619,531.56,l
20260815_212901__1078__n,n,20260815_212901,312.3993,237.44,i
20260815_212901__1079__g,g,20260815_212901,312.6288,229.5,n
20260815_212901__1080___,_,20260815_212901,312.9427,313.88,g
20260815_212901__1081__o,o,20260815_212901,313.1951,252.4,_
20260815_212901__1082__u,u,20260815_212901,313.4289,233.81,o
20260815_212901__1083__t,t,20260815_212901,313.6346,205.67,u
20260815_212901__1084___,_,20260815_212901,313.8312,196.69,t
20260815_212901__1085__m,m,20260815_212901,314.1073,276.1,_
20260815_212901__1086__y,y,20260815_212901,314.2841,176.8,m
20260815_212901__1087___,_,20260815_212901,314.5468,262.65,y
20260815_212901__1088__junk,junk,20260815_212901,315.239,,
20260815_212901__1089__h,h,20260815_212901,315.4914,944.56,_
ambient_20260815_183723__0000__junk,junk,ambient_20260815_183723,0.9359,,
ambient_20260815_183723__0001__junk,junk,ambient_20260815_183723,2.7069,,
ambient_20260815_183723__0002__junk,junk,ambient_20260815_183723,2.8556,,
ambient_20260815_183723__0003__junk,junk,ambient_20260815_183723,3.0349,,
ambient_20260815_183723__0004__junk,junk,ambient_20260815_183723,3.227,,
ambient_20260815_183723__0005__junk,junk,ambient_20260815_183723,3.3855,,
ambient_20260815_183723__0006__junk,junk,ambient_20260815_183723,3.5559,,
ambient_20260815_183723__0007__junk,junk,ambient_20260815_183723,3.6949,,
ambient_20260815_183723__0008__junk,junk,ambient_20260815_183723,5.2515,,
ambient_20260815_183723__0009__junk,junk,ambient_20260815_183723,5.4739,,
ambient_20260815_183723__0010__junk,junk,ambient_20260815_183723,5.6309,,
ambient_20260815_183723__0011__junk,junk,ambient_20260815_183723,5.8549,,
ambient_20260815_183723__0012__junk,junk,ambient_20260815_183723,6.2319,,
ambient_20260815_183723__0013__junk,junk,ambient_20260815_183723,6.3864,,
ambient_20260815_183723__0014__junk,junk,ambient_20260815_183723,7.564,,
ambient_20260815_183723__0015__junk,junk,ambient_20260815_183723,7.695,,
ambient_20260815_183723__0016__junk,junk,ambient_20260815_183723,7.8245,,
ambient_20260815_183723__0017__junk,junk,ambient_20260815_183723,7.9656,,
ambient_20260815_183723__0018__junk,junk,ambient_20260815_183723,8.0962,,
ambient_20260815_183723__0019__junk,junk,ambient_20260815_183723,8.5195,,
ambient_20260815_183723__0020__junk,junk,ambient_20260815_183723,8.6483,,
ambient_20260815_183723__0021__junk,junk,ambient_20260815_183723,8.8537,,
ambient_20260815_183723__0022__junk,junk,ambient_20260815_183723,9.0168,,
ambient_20260815_183723__0023__junk,junk,ambient_20260815_183723,9.1674,,
ambient_20260815_183723__0024__junk,junk,ambient_20260815_183723,10.2751,,
ambient_20260815_183723__0025__junk,junk,ambient_20260815_183723,10.4124,,
ambient_20260815_183723__0026__junk,junk,ambient_20260815_183723,10.5378,,
ambient_20260815_183723__0027__junk,junk,ambient_20260815_183723,10.6731,,
ambient_20260815_183723__0028__junk,junk,ambient_20260815_183723,10.9007,,
ambient_20260815_183723__0029__junk,junk,ambient_20260815_183723,11.1203,,
ambient_20260815_183723__0030__junk,junk,ambient_20260815_183723,11.3349,,
ambient_20260815_183723__0031__junk,junk,ambient_20260815_183723,11.4827,,
ambient_20260815_183723__0032__junk,junk,ambient_20260815_183723,11.62,,
ambient_20260815_183723__0033__junk,junk,ambient_20260815_183723,11.8729,,
ambient_20260815_183723__0034__junk,junk,ambient_20260815_183723,12.0164,,
ambient_20260815_183723__0035__junk,junk,ambient_20260815_183723,12.2655,,
ambient_20260815_183723__0036__junk,junk,ambient_20260815_183723,12.4197,,
ambient_20260815_183723__0037__junk,junk,ambient_20260815_183723,12.579,,
ambient_20260815_183723__0038__junk,junk,ambient_20260815_183723,12.7056,,
ambient_20260815_183723__0039__junk,junk,ambient_20260815_183723,12.8492,,
ambient_20260815_183723__0040__junk,junk,ambient_20260815_183723,13.0243,,
ambient_20260815_183723__0041__junk,junk,ambient_20260815_183723,13.1541,,
ambient_20260815_183723__0042__junk,junk,ambient_20260815_183723,13.3711,,
ambient_20260815_183723__0043__junk,junk,ambient_20260815_183723,13.5531,,
ambient_20260815_183723__0044__junk,junk,ambient_20260815_183723,13.7216,,
ambient_20260815_183723__0045__junk,junk,ambient_20260815_183723,14.1694,,
ambient_20260815_183723__0046__junk,junk,ambient_20260815_183723,14.4056,,
ambient_20260815_183723__0047__junk,junk,ambient_20260815_183723,14.5707,,
ambient_20260815_183723__0048__junk,junk,ambient_20260815_183723,14.8548,,
ambient_20260815_183723__0049__junk,junk,ambient_20260815_183723,15.0165,,
ambient_20260815_183723__0050__junk,junk,ambient_20260815_183723,15.1938,,
ambient_20260815_183723__0051__junk,junk,ambient_20260815_183723,15.3545,,
ambient_20260815_183723__0052__junk,junk,ambient_20260815_183723,15.6098,,
ambient_20260815_183723__0053__junk,junk,ambient_20260815_183723,15.9095,,
ambient_20260815_183723__0054__junk,junk,ambient_20260815_183723,16.1281,,
ambient_20260815_183723__0055__junk,junk,ambient_20260815_183723,16.4512,,
ambient_20260815_183723__0056__junk,junk,ambient_20260815_183723,16.5942,,
ambient_20260815_183723__0057__junk,junk,ambient_20260815_183723,16.7842,,
ambient_20260815_183723__0058__junk,junk,ambient_20260815_183723,16.9712,,
ambient_20260815_183723__0059__junk,junk,ambient_20260815_183723,17.2917,,
ambient_20260815_183723__0060__junk,junk,ambient_20260815_183723,17.4227,,
ambient_20260815_183723__0061__junk,junk,ambient_20260815_183723,19.7712,,
ambient_20260815_183723__0062__junk,junk,ambient_20260815_183723,19.9762,,
ambient_20260815_183723__0063__junk,junk,ambient_20260815_183723,20.1026,,
ambient_20260815_183723__0064__junk,junk,ambient_20260815_183723,20.2304,,
ambient_20260815_183723__0065__junk,junk,ambient_20260815_183723,20.3827,,
ambient_20260815_183723__0066__junk,junk,ambient_20260815_183723,20.5405,,
ambient_20260815_183723__0067__junk,junk,ambient_20260815_183723,20.7215,,
ambient_20260815_183723__0068__junk,junk,ambient_20260815_183723,20.8567,,
ambient_20260815_183723__0069__junk,junk,ambient_20260815_183723,21.4041,,
ambient_20260815_183723__0070__junk,junk,ambient_20260815_183723,21.5798,,
ambient_20260815_183723__0071__junk,junk,ambient_20260815_183723,21.7058,,
ambient_20260815_183723__0072__junk,junk,ambient_20260815_183723,21.8564,,
ambient_20260815_183723__0073__junk,junk,ambient_20260815_183723,22.0202,,
ambient_20260815_183723__0074__junk,junk,ambient_20260815_183723,22.1874,,
ambient_20260815_183723__0075__junk,junk,ambient_20260815_183723,22.4168,,
ambient_20260815_183723__0076__junk,junk,ambient_20260815_183723,22.5777,,
ambient_20260815_183723__0077__junk,junk,ambient_20260815_183723,22.7448,,
ambient_20260815_183723__0078__junk,junk,ambient_20260815_183723,22.9414,,
ambient_20260815_183723__0079__junk,junk,ambient_20260815_183723,23.0776,,
ambient_20260815_183723__0080__junk,junk,ambient_20260815_183723,23.2439,,
ambient_20260815_183723__0081__junk,junk,ambient_20260815_183723,23.4638,,
ambient_20260815_183723__0082__junk,junk,ambient_20260815_183723,23.6316,,
ambient_20260815_183723__0083__junk,junk,ambient_20260815_183723,23.7612,,
ambient_20260815_183723__0084__junk,junk,ambient_20260815_183723,24.07,,
ambient_20260815_183723__0085__junk,junk,ambient_20260815_183723,24.5151,,
ambient_20260815_183723__0086__junk,junk,ambient_20260815_183723,24.7054,,
ambient_20260815_183723__0087__junk,junk,ambient_20260815_183723,25.6624,,
ambient_20260815_183723__0088__junk,junk,ambient_20260815_183723,26.1458,,
ambient_20260815_183723__0089__junk,junk,ambient_20260815_183723,26.8959,,
ambient_20260815_183723__0090__junk,junk,ambient_20260815_183723,27.2279,,
ambient_20260815_183723__0091__junk,junk,ambient_20260815_183723,27.4666,,
ambient_20260815_183723__0092__junk,junk,ambient_20260815_183723,27.5942,,
ambient_20260815_183723__0093__junk,junk,ambient_20260815_183723,27.8254,,
ambient_20260815_183723__0094__junk,junk,ambient_20260815_183723,27.9958,,
ambient_20260815_183723__0095__junk,junk,ambient_20260815_183723,28.1574,,
ambient_20260815_183723__0096__junk,junk,ambient_20260815_183723,28.3712,,
ambient_20260815_183723__0097__junk,junk,ambient_20260815_183723,28.5024,,
ambient_20260815_183723__0098__junk,junk,ambient_20260815_183723,28.6685,,
ambient_20260815_183723__0099__junk,junk,ambient_20260815_183723,28.7937,,
ambient_20260815_183723__0100__junk,junk,ambient_20260815_183723,28.9888,,
ambient_20260815_183723__0101__junk,junk,ambient_20260815_183723,29.2194,,
ambient_20260815_183723__0102__junk,junk,ambient_20260815_183723,29.3654,,
ambient_20260815_183723__0103__junk,junk,ambient_20260815_183723,29.6024,,
ambient_20260815_183723__0104__junk,junk,ambient_20260815_183723,29.8257,,
ambient_20260815_183723__0105__junk,junk,ambient_20260815_183723,30.0325,,
ambient_20260815_183723__0106__junk,junk,ambient_20260815_183723,30.1927,,
ambient_20260815_183723__0107__junk,junk,ambient_20260815_183723,30.3851,,
ambient_20260815_183723__0108__junk,junk,ambient_20260815_183723,30.9951,,
ambient_20260815_183723__0109__junk,junk,ambient_20260815_183723,31.1513,,
ambient_20260815_183723__0110__junk,junk,ambient_20260815_183723,31.2821,,
ambient_20260815_183723__0111__junk,junk,ambient_20260815_183723,31.4733,,
ambient_20260815_183723__0112__junk,junk,ambient_20260815_183723,31.6142,,
ambient_20260815_183723__0113__junk,junk,ambient_20260815_183723,31.9515,,
ambient_20260815_183723__0114__junk,junk,ambient_20260815_183723,32.0799,,
ambient_20260815_183723__0115__junk,junk,ambient_20260815_183723,32.2544,,
ambient_20260815_183723__0116__junk,junk,ambient_20260815_183723,32.422,,
ambient_20260815_183723__0117__junk,junk,ambient_20260815_183723,32.5517,,
ambient_20260815_183723__0118__junk,junk,ambient_20260815_183723,32.6862,,
ambient_20260815_183723__0119__junk,junk,ambient_20260815_183723,33.4439,,
ambient_20260815_183723__0120__junk,junk,ambient_20260815_183723,33.5878,,
ambient_20260815_183723__0121__junk,junk,ambient_20260815_183723,33.771,,
ambient_20260815_183723__0122__junk,junk,ambient_20260815_183723,33.9027,,
ambient_20260815_183723__0123__junk,junk,ambient_20260815_183723,34.0459,,
ambient_20260815_183723__0124__junk,junk,ambient_20260815_183723,34.2,,
ambient_20260815_183723__0125__junk,junk,ambient_20260815_183723,34.7282,,
ambient_20260815_183723__0126__junk,junk,ambient_20260815_183723,36.8616,,
ambient_20260815_183723__0127__junk,junk,ambient_20260815_183723,37.6456,,
ambient_20260815_183723__0128__junk,junk,ambient_20260815_183723,37.8551,,
ambient_20260815_183723__0129__junk,junk,ambient_20260815_183723,38.9613,,
ambient_20260815_183723__0130__junk,junk,ambient_20260815_183723,39.1506,,
ambient_20260815_183723__0131__junk,junk,ambient_20260815_183723,39.3522,,
ambient_20260815_183723__0132__junk,junk,ambient_20260815_183723,39.5429,,
ambient_20260815_183723__0133__junk,junk,ambient_20260815_183723,39.8507,,
ambient_20260815_183723__0134__junk,junk,ambient_20260815_183723,40.0535,,
ambient_20260815_183723__0135__junk,junk,ambient_20260815_183723,40.2116,,
ambient_20260815_183723__0136__junk,junk,ambient_20260815_183723,40.5345,,
ambient_20260815_183723__0137__junk,junk,ambient_20260815_183723,40.7155,,
ambient_20260815_183723__0138__junk,junk,ambient_20260815_183723,40.8756,,
ambient_20260815_183723__0139__junk,junk,ambient_20260815_183723,41.032,,
ambient_20260815_183723__0140__junk,junk,ambient_20260815_183723,41.35,,
ambient_20260815_183723__0141__junk,junk,ambient_20260815_183723,42.174,,
ambient_20260815_183723__0142__junk,junk,ambient_20260815_183723,42.3664,,
ambient_20260815_183723__0143__junk,junk,ambient_20260815_183723,42.5359,,
ambient_20260815_183723__0144__junk,junk,ambient_20260815_183723,42.6905,,
ambient_20260815_183723__0145__junk,junk,ambient_20260815_183723,43.0373,,
ambient_20260815_183723__0146__junk,junk,ambient_20260815_183723,43.9324,,
ambient_20260815_183723__0147__junk,junk,ambient_20260815_183723,44.0838,,
ambient_20260815_183723__0148__junk,junk,ambient_20260815_183723,44.2958,,
ambient_20260815_183723__0149__junk,junk,ambient_20260815_183723,44.4256,,
ambient_20260815_183723__0150__junk,junk,ambient_20260815_183723,44.6849,,
ambient_20260815_183723__0151__junk,junk,ambient_20260815_183723,44.8151,,
ambient_20260815_183723__0152__junk,junk,ambient_20260815_183723,45.0306,,
ambient_20260815_183723__0153__junk,junk,ambient_20260815_183723,45.1732,,
ambient_20260815_183723__0154__junk,junk,ambient_20260815_183723,45.5812,,
ambient_20260815_183723__0155__junk,junk,ambient_20260815_183723,45.7576,,
ambient_20260815_183723__0156__junk,junk,ambient_20260815_183723,46.5199,,
ambient_20260815_183723__0157__junk,junk,ambient_20260815_183723,46.7723,,
ambient_20260815_183723__0158__junk,junk,ambient_20260815_183723,46.9125,,
ambient_20260815_183723__0159__junk,junk,ambient_20260815_183723,47.0441,,
ambient_20260815_183723__0160__junk,junk,ambient_20260815_183723,47.2247,,
ambient_20260815_183723__0161__junk,junk,ambient_20260815_183723,47.3895,,
ambient_20260815_183723__0162__junk,junk,ambient_20260815_183723,47.6911,,
ambient_20260815_183723__0163__junk,junk,ambient_20260815_183723,47.8381,,
ambient_20260815_183723__0164__junk,junk,ambient_20260815_183723,48.7461,,
ambient_20260815_183723__0165__junk,junk,ambient_20260815_183723,49.8033,,
ambient_20260815_183723__0166__junk,junk,ambient_20260815_183723,50.0035,,
ambient_20260815_183723__0167__junk,junk,ambient_20260815_183723,50.9319,,
ambient_20260815_183723__0168__junk,junk,ambient_20260815_183723,51.0576,,
ambient_20260815_183723__0169__junk,junk,ambient_20260815_183723,51.2193,,
ambient_20260815_183723__0170__junk,junk,ambient_20260815_183723,51.3934,,
ambient_20260815_183723__0171__junk,junk,ambient_20260815_183723,51.536,,
ambient_20260815_183723__0172__junk,junk,ambient_20260815_183723,51.784,,
ambient_20260815_183723__0173__junk,junk,ambient_20260815_183723,51.982,,
ambient_20260815_183723__0174__junk,junk,ambient_20260815_183723,52.1759,,
ambient_20260815_183723__0175__junk,junk,ambient_20260815_183723,52.3319,,
ambient_20260815_183723__0176__junk,junk,ambient_20260815_183723,52.4962,,
ambient_20260815_183723__0177__junk,junk,ambient_20260815_183723,52.7529,,
ambient_20260815_183723__0178__junk,junk,ambient_20260815_183723,52.9294,,
ambient_20260815_183723__0179__junk,junk,ambient_20260815_183723,53.1466,,
ambient_20260815_183723__0180__junk,junk,ambient_20260815_183723,53.2738,,
ambient_20260815_183723__0181__junk,junk,ambient_20260815_183723,53.4034,,
ambient_20260815_183723__0182__junk,junk,ambient_20260815_183723,53.5808,,
ambient_20260815_183723__0183__junk,junk,ambient_20260815_183723,53.8182,,
ambient_20260815_183723__0184__junk,junk,ambient_20260815_183723,53.9751,,
ambient_20260815_183723__0185__junk,junk,ambient_20260815_183723,54.1956,,
ambient_20260815_183723__0186__junk,junk,ambient_20260815_183723,54.3976,,
ambient_20260815_183723__0187__junk,junk,ambient_20260815_183723,54.6235,,
ambient_20260815_183723__0188__junk,junk,ambient_20260815_183723,54.7545,,
ambient_20260815_183723__0189__junk,junk,ambient_20260815_183723,54.9546,,
ambient_20260815_183723__0190__junk,junk,ambient_20260815_183723,55.2077,,
ambient_20260815_183723__0191__junk,junk,ambient_20260815_183723,55.4025,,
ambient_20260815_183723__0192__junk,junk,ambient_20260815_183723,55.6958,,
ambient_20260815_183723__0193__junk,junk,ambient_20260815_183723,55.8227,,
ambient_20260815_183723__0194__junk,junk,ambient_20260815_183723,56.6592,,
ambient_20260815_183723__0195__junk,junk,ambient_20260815_183723,58.8341,,
ambient_20260815_183723__0196__junk,junk,ambient_20260815_183723,60.0988,,
ambient_20260815_183723__0197__junk,junk,ambient_20260815_183723,60.2364,,
ambient_20260815_183723__0198__junk,junk,ambient_20260815_183723,61.5477,,
ambient_20260815_183723__0199__junk,junk,ambient_20260815_183723,61.8323,,
ambient_20260815_183723__0200__junk,junk,ambient_20260815_183723,61.9697,,
ambient_20260815_183723__0201__junk,junk,ambient_20260815_183723,62.5491,,
ambient_20260815_183723__0202__junk,junk,ambient_20260815_183723,62.6744,,
ambient_20260815_183723__0203__junk,junk,ambient_20260815_183723,63.3901,,
ambient_20260815_183723__0204__junk,junk,ambient_20260815_183723,63.6622,,
ambient_20260815_183723__0205__junk,junk,ambient_20260815_183723,64.2003,,
ambient_20260815_183723__0206__junk,junk,ambient_20260815_183723,64.3445,,
ambient_20260815_183723__0207__junk,junk,ambient_20260815_183723,64.4751,,
ambient_20260815_183723__0208__junk,junk,ambient_20260815_183723,64.6927,,
ambient_20260815_183723__0209__junk,junk,ambient_20260815_183723,64.878,,
ambient_20260815_183723__0210__junk,junk,ambient_20260815_183723,65.0706,,
ambient_20260815_183723__0211__junk,junk,ambient_20260815_183723,65.2563,,
ambient_20260815_183723__0212__junk,junk,ambient_20260815_183723,65.408,,
ambient_20260815_183723__0213__junk,junk,ambient_20260815_183723,65.6859,,
ambient_20260815_183723__0214__junk,junk,ambient_20260815_183723,65.8538,,
ambient_20260815_183723__0215__junk,junk,ambient_20260815_183723,66.1277,,
ambient_20260815_183723__0216__junk,junk,ambient_20260815_183723,66.2824,,
ambient_20260815_183723__0217__junk,junk,ambient_20260815_183723,66.4174,,
ambient_20260815_183723__0218__junk,junk,ambient_20260815_183723,66.626,,
ambient_20260815_183723__0219__junk,junk,ambient_20260815_183723,66.8427,,
ambient_20260815_183723__0220__junk,junk,ambient_20260815_183723,67.2844,,
ambient_20260815_183723__0221__junk,junk,ambient_20260815_183723,67.4123,,
ambient_20260815_183723__0222__junk,junk,ambient_20260815_183723,67.5427,,
ambient_20260815_183723__0223__junk,junk,ambient_20260815_183723,67.6846,,
ambient_20260815_183723__0224__junk,junk,ambient_20260815_183723,67.9152,,
ambient_20260815_183723__0225__junk,junk,ambient_20260815_183723,68.0529,,
ambient_20260815_183723__0226__junk,junk,ambient_20260815_183723,68.26,,
ambient_20260815_183723__0227__junk,junk,ambient_20260815_183723,68.4015,,
ambient_20260815_183723__0228__junk,junk,ambient_20260815_183723,68.5304,,
ambient_20260815_183723__0229__junk,junk,ambient_20260815_183723,68.7071,,
ambient_20260815_183723__0230__junk,junk,ambient_20260815_183723,68.8519,,
ambient_20260815_183723__0231__junk,junk,ambient_20260815_183723,68.9771,,
ambient_20260815_183723__0232__junk,junk,ambient_20260815_183723,69.1288,,
ambient_20260815_183723__0233__junk,junk,ambient_20260815_183723,69.2565,,
ambient_20260815_183723__0234__junk,junk,ambient_20260815_183723,69.5002,,
ambient_20260815_183723__0235__junk,junk,ambient_20260815_183723,69.72,,
ambient_20260815_183723__0236__junk,junk,ambient_20260815_183723,69.8643,,
ambient_20260815_183723__0237__junk,junk,ambient_20260815_183723,69.9961,,
ambient_20260815_183723__0238__junk,junk,ambient_20260815_183723,70.2848,,
ambient_20260815_183723__0239__junk,junk,ambient_20260815_183723,70.5397,,
ambient_20260815_183723__0240__junk,junk,ambient_20260815_183723,70.6691,,
ambient_20260815_183723__0241__junk,junk,ambient_20260815_183723,70.8044,,
ambient_20260815_183723__0242__junk,junk,ambient_20260815_183723,70.953,,
ambient_20260815_183723__0243__junk,junk,ambient_20260815_183723,71.1239,,
ambient_20260815_183723__0244__junk,junk,ambient_20260815_183723,71.5819,,
ambient_20260815_183723__0245__junk,junk,ambient_20260815_183723,71.7114,,
ambient_20260815_183723__0246__junk,junk,ambient_20260815_183723,71.8755,,
ambient_20260815_183723__0247__junk,junk,ambient_20260815_183723,72.0074,,
ambient_20260815_183723__0248__junk,junk,ambient_20260815_183723,72.2176,,
ambient_20260815_183723__0249__junk,junk,ambient_20260815_183723,72.3688,,
ambient_20260815_183723__0250__junk,junk,ambient_20260815_183723,72.5572,,
ambient_20260815_183723__0251__junk,junk,ambient_20260815_183723,72.6826,,
ambient_20260815_183723__0252__junk,junk,ambient_20260815_183723,72.8086,,
ambient_20260815_183723__0253__junk,junk,ambient_20260815_183723,72.9337,,
ambient_20260815_183723__0254__junk,junk,ambient_20260815_183723,73.3927,,
ambient_20260815_183723__0255__junk,junk,ambient_20260815_183723,73.9719,,
ambient_20260815_183723__0256__junk,junk,ambient_20260815_183723,74.6054,,
ambient_20260815_183723__0257__junk,junk,ambient_20260815_183723,75.8144,,
ambient_20260815_183723__0258__junk,junk,ambient_20260815_183723,76.2149,,
ambient_20260815_183723__0259__junk,junk,ambient_20260815_183723,76.3452,,
ambient_20260815_183723__0260__junk,junk,ambient_20260815_183723,76.499,,
ambient_20260815_183723__0261__junk,junk,ambient_20260815_183723,76.7667,,
ambient_20260815_183723__0262__junk,junk,ambient_20260815_183723,76.979,,
ambient_20260815_183723__0263__junk,junk,ambient_20260815_183723,77.1409,,
ambient_20260815_183723__0264__junk,junk,ambient_20260815_183723,77.3445,,
ambient_20260815_183723__0265__junk,junk,ambient_20260815_183723,77.6343,,
ambient_20260815_183723__0266__junk,junk,ambient_20260815_183723,78.4348,,
ambient_20260815_183723__0267__junk,junk,ambient_20260815_183723,78.6006,,
ambient_20260815_183723__0268__junk,junk,ambient_20260815_183723,80.5219,,
ambient_20260815_183723__0269__junk,junk,ambient_20260815_183723,80.6579,,
ambient_20260815_183723__0270__junk,junk,ambient_20260815_183723,80.8338,,
ambient_20260815_183723__0271__junk,junk,ambient_20260815_183723,80.9836,,
ambient_20260815_183723__0272__junk,junk,ambient_20260815_183723,81.1671,,
ambient_20260815_183723__0273__junk,junk,ambient_20260815_183723,81.3851,,
ambient_20260815_183723__0274__junk,junk,ambient_20260815_183723,81.5167,,
ambient_20260815_183723__0275__junk,junk,ambient_20260815_183723,81.7361,,
ambient_20260815_183723__0276__junk,junk,ambient_20260815_183723,81.8613,,
ambient_20260815_183723__0277__junk,junk,ambient_20260815_183723,82.0367,,
ambient_20260815_183723__0278__junk,junk,ambient_20260815_183723,82.2497,,
ambient_20260815_183723__0279__junk,junk,ambient_20260815_183723,82.4338,,
ambient_20260815_183723__0280__junk,junk,ambient_20260815_183723,82.8941,,
ambient_20260815_183723__0281__junk,junk,ambient_20260815_183723,83.0204,,
ambient_20260815_183723__0282__junk,junk,ambient_20260815_183723,83.1827,,
ambient_20260815_183723__0283__junk,junk,ambient_20260815_183723,83.309,,
ambient_20260815_183723__0284__junk,junk,ambient_20260815_183723,83.4926,,
ambient_20260815_183723__0285__junk,junk,ambient_20260815_183723,83.6749,,
ambient_20260815_183723__0286__junk,junk,ambient_20260815_183723,83.8953,,
ambient_20260815_183723__0287__junk,junk,ambient_20260815_183723,84.0217,,
ambient_20260815_183723__0288__junk,junk,ambient_20260815_183723,84.2318,,
ambient_20260815_183723__0289__junk,junk,ambient_20260815_183723,84.8169,,
ambient_20260815_183723__0290__junk,junk,ambient_20260815_183723,85.3839,,
ambient_20260815_183723__0291__junk,junk,ambient_20260815_183723,85.6946,,
ambient_20260815_183723__0292__junk,junk,ambient_20260815_183723,85.9181,,
ambient_20260815_183723__0293__junk,junk,ambient_20260815_183723,86.9566,,
ambient_20260815_183723__0294__junk,junk,ambient_20260815_183723,87.1153,,
ambient_20260815_183723__0295__junk,junk,ambient_20260815_183723,87.9433,,
ambient_20260815_183723__0296__junk,junk,ambient_20260815_183723,88.1405,,
ambient_20260815_183723__0297__junk,junk,ambient_20260815_183723,88.2703,,
ambient_20260815_183723__0298__junk,junk,ambient_20260815_183723,89.2678,,
ambient_20260815_183723__0299__junk,junk,ambient_20260815_183723,89.6035,,
ambient_20260815_183723__0300__junk,junk,ambient_20260815_183723,90.0093,,
ambient_20260815_183723__0301__junk,junk,ambient_20260815_183723,90.1795,,
ambient_20260815_183723__0302__junk,junk,ambient_20260815_183723,90.3234,,
ambient_20260815_183723__0303__junk,junk,ambient_20260815_183723,90.4806,,
ambient_20260815_183723__0304__junk,junk,ambient_20260815_183723,90.7705,,
ambient_20260815_183723__0305__junk,junk,ambient_20260815_183723,91.0513,,
ambient_20260815_183723__0306__junk,junk,ambient_20260815_183723,91.2816,,
ambient_20260815_183723__0307__junk,junk,ambient_20260815_183723,91.507,,
ambient_20260815_183723__0308__junk,junk,ambient_20260815_183723,91.8814,,
ambient_20260815_183723__0309__junk,junk,ambient_20260815_183723,92.5061,,
ambient_20260815_183723__0310__junk,junk,ambient_20260815_183723,93.9496,,
ambient_20260815_183723__0311__junk,junk,ambient_20260815_183723,94.3885,,
ambient_20260815_183723__0312__junk,junk,ambient_20260815_183723,94.6422,,
ambient_20260815_183723__0313__junk,junk,ambient_20260815_183723,94.8082,,
ambient_20260815_183723__0314__junk,junk,ambient_20260815_183723,95.4595,,
ambient_20260815_183723__0315__junk,junk,ambient_20260815_183723,96.2851,,
ambient_20260815_183723__0316__junk,junk,ambient_20260815_183723,96.5721,,
ambient_20260815_183723__0317__junk,junk,ambient_20260815_183723,96.7399,,
ambient_20260815_183723__0318__junk,junk,ambient_20260815_183723,97.2534,,
ambient_20260815_183723__0319__junk,junk,ambient_20260815_183723,97.4179,,
ambient_20260815_183723__0320__junk,junk,ambient_20260815_183723,97.5886,,
ambient_20260815_183723__0321__junk,junk,ambient_20260815_183723,97.8336,,
ambient_20260815_183723__0322__junk,junk,ambient_20260815_183723,97.9846,,
ambient_20260815_183723__0323__junk,junk,ambient_20260815_183723,98.2584,,
ambient_20260815_183723__0324__junk,junk,ambient_20260815_183723,98.7451,,
ambient_20260815_183723__0325__junk,junk,ambient_20260815_183723,98.8908,,
ambient_20260815_183723__0326__junk,junk,ambient_20260815_183723,99.0203,,
ambient_20260815_183723__0327__junk,junk,ambient_20260815_183723,99.2788,,
